business_age,annual_revenue,monthly_cash_flow,existing_loan,repayment_history,gst_consistency,profit_margin,transaction_count,payment_defaults,loan_amount,debt_to_income,loan_default
14,1076058,215338,1259489,53,98,5.1,276,9,110818,1.17,1
5,2343167,294305,1457938,89,73,8.61,733,7,106202,0.62,1
2,302877,37738,771393,69,76,21.41,576,7,344015,2.55,1
11,3868893,144997,1234491,90,56,33.68,595,7,1187522,0.32,0
9,4788226,67153,1300338,50,79,34.83,215,6,379175,0.27,1
3,1745329,224020,601025,94,90,22.02,410,6,506514,0.34,0
9,3272753,71009,1131022,75,63,10.21,953,1,1903851,0.35,0
3,591670,360082,1137143,83,93,9.89,89,8,1112202,1.92,1
2,4826043,371690,810068,59,64,27.92,712,6,558527,0.17,1
12,1894512,182624,1393570,72,61,22.76,862,4,1601404,0.74,1
10,4018806,328415,182506,100,78,21.46,266,3,1136076,0.05,0
9,1550339,281941,1132442,98,72,18.97,348,7,212212,0.73,1
15,3619998,358274,62726,73,62,26.75,177,4,1572634,0.02,0
8,4352363,81942,867333,62,58,30.74,937,5,326405,0.2,0
5,3934942,128065,665468,78,73,14.09,717,3,1113530,0.17,0
11,240633,286109,593184,95,88,11.63,762,1,776726,2.47,1
2,1457302,285877,173625,76,79,25.11,604,6,455640,0.12,0
15,1251893,399326,769680,80,50,32.44,74,1,1547872,0.61,0
6,4701428,167998,1362797,92,59,15.44,505,6,1357965,0.29,1
8,2078166,169855,3625,59,87,13.17,262,6,215446,0.0,0
5,3786575,93360,1086813,80,96,11.78,833,0,605491,0.29,0
16,4050404,177466,1223,88,64,12.63,372,9,1442662,0.0,1
18,3623376,380522,190375,59,58,9.05,429,9,641304,0.05,1
6,3021105,205868,65197,73,62,22.9,979,2,124232,0.02,0
5,2072204,300431,1285062,82,72,13.42,995,2,947360,0.62,0
16,2100946,92104,1385413,63,82,23.45,924,5,886028,0.66,1
13,1126109,171508,1348480,84,58,7.49,746,2,1733227,1.2,1
5,908669,359060,1437912,94,52,8.46,34,8,1310243,1.58,1
13,4427939,231404,1499758,83,79,21.08,166,4,1022950,0.34,0
17,2507539,275332,1339744,66,58,20.35,509,5,1926825,0.53,1
18,3426419,101205,809634,70,74,13.15,675,5,439925,0.24,0
8,2796882,242321,905846,81,96,29.81,44,7,1526392,0.32,0
13,4165292,369493,1100100,52,73,10.61,630,9,1607996,0.26,1
19,1206891,147837,1477859,64,81,15.82,710,2,146094,1.22,1
3,4147526,229779,402576,57,56,21.67,352,8,1639858,0.1,1
8,927467,151879,360372,81,85,31.02,193,6,1949830,0.39,1
2,4850100,20204,1153331,87,74,17.56,794,5,1689689,0.24,0
8,3198851,233674,278137,75,69,16.96,309,0,1563853,0.09,0
13,3861306,199016,837991,79,66,22.39,589,3,386993,0.22,0
13,2223969,314264,283392,58,85,14.5,865,4,1857801,0.13,0
1,1197057,112903,1487644,81,75,26.28,810,1,1174178,1.24,0
6,3874153,309225,922531,60,68,12.46,938,0,1396709,0.24,0
19,4948584,266687,1314980,71,86,29.7,164,1,1895605,0.27,0
16,2412292,44986,9012,83,97,13.17,928,7,1053398,0.0,0
8,4570297,351466,1074399,90,52,34.78,141,9,1970709,0.24,1
1,3818313,366963,1095603,67,92,14.49,46,5,1534047,0.29,0
16,3150501,60304,1257815,68,77,31.36,85,9,1692616,0.4,1
9,1584410,337736,345938,67,71,16.92,120,1,1307917,0.22,0
13,2507199,330692,811531,86,96,12.38,945,8,1119614,0.32,0
11,486100,370591,823424,67,68,11.78,407,7,1833076,1.69,1
13,4458183,49986,906374,61,95,30.51,113,3,1655191,0.2,0
10,2248880,346239,1014416,53,65,14.26,86,9,252711,0.45,1
4,2669606,101594,1190625,96,55,15.16,269,6,1549858,0.45,0
6,3239316,360425,973738,92,86,10.91,161,2,177045,0.3,0
7,1245533,76151,702736,76,80,33.84,286,5,1287909,0.56,1
5,1485844,345742,1057794,100,98,12.34,571,2,833664,0.71,0
11,4873584,300358,1332508,54,97,12.42,234,9,1241265,0.27,1
13,1756232,310889,1069077,55,83,33.32,508,2,1546377,0.61,0
19,987600,183620,733349,62,80,32.03,515,8,1464470,0.74,1
10,4701572,151753,628021,72,60,12.47,499,5,1438352,0.13,0
10,4167454,148056,277354,91,85,30.94,662,7,662873,0.07,0
11,1685619,168651,1177052,74,55,12.49,509,3,100116,0.7,1
7,2038524,362954,700849,95,76,7.53,20,3,377760,0.34,0
18,1399399,244347,223989,53,56,29.61,28,7,445877,0.16,1
4,2851813,196005,850153,81,98,28.15,899,6,737534,0.3,0
2,322026,172553,488260,93,81,13.84,860,4,916022,1.52,1
14,1481507,10944,1484445,64,57,7.7,399,1,477735,1.0,1
13,3410912,103993,479894,75,82,11.19,863,5,296508,0.14,0
12,2804684,281258,1220598,91,96,28.13,916,0,1898571,0.44,0
7,935053,311990,196983,60,93,33.94,163,6,1114898,0.21,1
2,762167,224738,351477,58,64,12.77,881,8,370829,0.46,1
13,3319712,218920,1331502,60,76,29.55,859,4,614109,0.4,1
14,511741,266805,509590,51,79,11.84,321,4,1742258,1.0,1
17,4397930,304740,1086356,94,71,25.39,669,6,1818074,0.25,1
9,1858800,114087,948244,76,96,7.51,436,4,1507472,0.51,0
17,1743971,279051,782734,75,78,22.56,889,9,119067,0.45,1
8,2007737,265035,524338,57,90,13.08,828,3,1857263,0.26,0
2,3951531,169186,924094,70,97,32.78,198,0,202034,0.23,0
13,2505289,297153,564493,70,79,13.69,297,5,794756,0.23,1
3,3231301,356990,1360466,57,51,16.95,163,8,613045,0.42,1
16,3044472,322385,668465,50,64,30.22,358,3,735474,0.22,1
6,344454,176797,1479291,87,96,18.15,478,9,138211,4.29,1
19,4830746,291140,429857,62,76,12.15,721,3,1117348,0.09,0
7,454043,300911,1047813,58,56,21.43,968,4,458660,2.31,1
10,2760079,288491,173104,77,76,30.2,350,5,304696,0.06,0
9,2045733,112063,300660,55,70,18.0,289,2,402871,0.15,0
2,4504388,34102,349301,96,62,8.99,206,8,638752,0.08,1
15,1214391,14263,1443268,72,66,16.49,685,0,1067281,1.19,0
5,673006,380729,119558,97,60,33.63,191,5,1259451,0.18,0
4,4374904,77438,302944,85,59,7.16,423,5,770766,0.07,0
20,3084991,106359,560076,66,82,17.25,487,7,613876,0.18,0
4,273568,140251,1169330,58,63,24.44,266,4,1751899,4.27,1
18,3404288,181915,288384,61,86,7.36,920,8,1875634,0.08,1
4,1397442,37690,504204,71,57,15.35,980,8,164086,0.36,1
17,1399529,12994,404138,100,82,33.22,542,1,1810733,0.29,0
12,1990228,113533,850630,61,56,5.92,578,4,104858,0.43,1
17,2523176,77546,1369459,55,83,27.55,797,6,1346021,0.54,1
10,1429351,350716,274233,93,56,30.24,848,1,1928831,0.19,0
1,1161858,36467,556888,58,56,13.31,130,6,624145,0.48,1
18,671678,256590,177248,86,90,11.44,832,8,1085055,0.26,0
18,1629740,141120,864784,52,85,32.44,322,7,357031,0.53,1
14,3182885,178050,348109,83,56,27.92,949,9,1661636,0.11,0
15,4408694,319750,387684,57,69,8.4,905,8,1146101,0.09,1
12,697619,370256,817847,59,67,11.37,928,3,354023,1.17,1
4,418547,83414,1030358,96,94,23.64,492,7,1209372,2.46,1
3,751595,365289,1120471,90,92,17.58,810,8,427653,1.49,1
20,4621740,190294,866332,91,90,20.13,311,9,410537,0.19,0
12,2522273,58115,1107226,92,63,33.55,978,1,1549026,0.44,0
7,2284820,361750,1049191,58,89,17.61,271,9,825644,0.46,1
11,1622533,50647,700972,63,63,31.45,607,2,1832390,0.43,0
1,4039346,64607,864369,86,70,24.82,194,0,558815,0.21,0
6,4058804,31996,522915,76,98,8.65,128,0,272061,0.13,0
15,2525452,93697,1352656,90,76,27.34,981,9,1963555,0.54,1
15,1593488,318166,369956,81,95,20.61,359,5,415948,0.23,0
19,1128252,312292,1031362,53,75,11.75,867,0,1466661,0.91,1
11,787073,77764,330019,51,76,13.69,33,4,1958575,0.42,1
2,800338,364045,1110276,100,73,21.72,712,5,1413045,1.39,1
14,4941330,362868,8109,82,54,23.05,341,8,1744250,0.0,1
2,274231,396910,23758,70,91,34.05,964,5,941948,0.09,0
4,3726185,249190,743987,50,87,30.64,803,3,1276768,0.2,0
17,4345466,18888,895024,93,77,11.18,983,0,1431869,0.21,0
3,2050131,229738,537605,60,91,28.22,62,5,1413599,0.26,0
13,4888200,231432,200073,50,92,5.25,480,6,708989,0.04,1
9,2453840,371085,968927,95,81,8.89,121,4,1095353,0.39,0
7,2793050,289477,1074198,60,73,10.99,644,5,1625857,0.38,1
15,4222529,46355,508911,56,55,22.92,724,9,182195,0.12,1
11,3313534,240487,531088,51,59,10.84,28,7,1949916,0.16,1
20,3800957,139686,233259,64,95,15.96,168,0,360987,0.06,0
2,2998610,172217,657960,57,52,12.28,357,7,117650,0.22,1
15,3371856,259602,1295341,96,56,15.12,243,1,1013285,0.38,0
14,1280132,259434,278833,75,78,33.27,129,1,886346,0.22,0
20,1925812,375314,867891,89,83,34.92,373,7,434256,0.45,1
11,3485749,347819,38469,91,56,25.57,103,1,399016,0.01,0
3,4970554,190926,1303481,100,66,22.17,574,7,1651231,0.26,0
17,1862918,77664,846444,84,62,26.25,85,4,1524228,0.45,0
12,717200,96153,1108597,95,70,28.15,407,8,1667652,1.55,1
15,4577987,103616,181854,90,80,27.17,910,8,1085359,0.04,0
16,4039973,307429,468735,90,58,7.46,640,7,196003,0.12,0
5,1563864,266349,1280555,70,94,14.31,633,8,1754815,0.82,1
20,4926429,56996,1389723,87,96,15.3,154,6,1526259,0.28,0
6,1429003,319091,524493,57,62,16.08,105,7,1927420,0.37,1
19,2160220,323174,879377,92,66,15.33,103,5,717599,0.41,0
5,3200264,314587,1061018,81,57,28.61,973,8,1465740,0.33,1
3,972291,138344,923195,57,58,27.43,246,1,1355440,0.95,1
1,3714674,239685,38909,93,58,5.14,279,2,1320136,0.01,0
6,1233879,337608,281648,59,89,13.89,911,1,1750136,0.23,0
15,2348164,138019,1144274,72,97,23.71,39,5,1241036,0.49,0
2,3273961,145024,956302,53,79,8.61,54,2,331183,0.29,0
3,418168,193273,704690,97,56,7.14,884,0,144819,1.69,1
17,348178,130454,87087,87,66,29.85,774,3,556457,0.25,0
12,258123,134444,1258567,79,88,18.58,462,4,1728211,4.88,1
18,2408977,384319,737392,90,87,30.67,960,3,1531739,0.31,0
15,1417309,314604,1090292,72,54,29.71,289,5,826959,0.77,1
12,3067543,163868,1254272,54,66,31.8,754,2,864054,0.41,0
16,3570698,172818,178054,70,89,6.45,425,9,1734080,0.05,1
8,2522018,10015,1207092,55,50,10.58,527,5,1086602,0.48,1
14,915003,321901,34571,98,65,13.88,323,9,1475948,0.04,1
17,2475598,167029,223023,66,66,9.09,689,0,1349688,0.09,0
8,4691260,91541,932893,74,79,19.56,304,5,1385937,0.2,0
15,1036002,31292,739578,73,80,28.97,567,7,863748,0.71,1
14,1561621,394838,569326,71,84,33.54,829,9,1377539,0.36,1
18,1370642,172948,831600,62,94,31.69,48,7,505847,0.61,1
20,590508,201799,733442,66,57,18.72,410,0,837221,1.24,1
7,1969107,57046,1116266,63,97,24.09,435,6,1564910,0.57,1
3,236160,24817,991806,83,79,11.92,928,9,802134,4.2,1
12,219156,19759,900485,75,88,17.09,786,9,946945,4.11,1
3,2770348,189504,869733,68,70,31.14,928,3,1508067,0.31,0
20,2762688,278556,136974,75,64,5.88,969,5,680429,0.05,0
14,4854126,292648,27050,52,83,20.98,161,5,1921571,0.01,0
15,4351674,380644,361949,51,76,31.18,665,4,1422012,0.08,0
14,2014630,280651,1254234,77,51,8.66,675,9,685553,0.62,1
7,1081809,31050,855542,51,59,34.48,828,8,1980697,0.79,1
17,4699311,110153,1125269,71,54,5.37,967,9,1308531,0.24,1
12,937197,285731,302388,56,76,31.58,899,7,1038671,0.32,1
20,4008282,241329,1325682,53,53,15.61,360,5,1357064,0.33,1
4,845649,67732,231898,98,96,8.98,264,3,1121407,0.27,0
9,412986,61921,362839,87,62,9.72,785,3,1148647,0.88,1
6,3543014,127734,772723,88,66,26.04,895,8,1967242,0.22,1
16,3838236,147912,247943,69,70,31.12,931,3,1126157,0.06,0
2,229777,41440,1138964,55,72,24.23,24,6,1403664,4.96,1
8,3602155,45183,77332,58,82,32.86,939,5,760876,0.02,0
11,4027271,368316,708854,80,99,30.27,958,1,1357703,0.18,0
13,4814965,143461,913818,75,64,5.27,468,4,145037,0.19,0
17,398110,124515,1355757,85,63,25.08,285,2,894666,3.41,1
8,4279430,395327,1161242,75,58,14.14,510,8,1284008,0.27,1
18,614627,338443,651336,77,93,18.64,258,9,462279,1.06,1
18,3003089,230533,786360,54,86,7.82,269,0,1492685,0.26,0
14,2575163,125503,345184,100,79,13.46,974,9,1500814,0.13,0
15,3932517,49023,685401,59,78,23.98,310,3,1450880,0.17,0
6,3491066,191101,797147,67,72,11.55,562,3,1400407,0.23,0
11,4953954,312085,1463595,64,83,24.43,651,8,183595,0.3,1
13,1417933,393821,462122,82,56,32.69,98,0,1516292,0.33,0
1,1899547,228031,1443700,54,58,5.15,926,1,1946552,0.76,1
6,3077597,86054,904640,86,99,28.57,540,0,630669,0.29,0
9,4600131,337507,168147,89,53,24.24,469,0,1302776,0.04,0
8,3309823,71742,1244235,71,51,6.4,575,0,338837,0.38,0
11,542424,55215,315792,71,76,28.71,903,2,325167,0.58,0
19,1661659,320001,545422,71,82,11.74,753,3,1024338,0.33,0
9,3140107,327620,770545,64,81,12.97,163,9,849435,0.25,1
17,2250241,169245,842575,66,93,7.81,139,1,1331823,0.37,0
12,3221034,331912,1117699,100,94,21.03,963,0,1364358,0.35,0
14,1356245,251443,488775,94,95,19.95,584,4,1471234,0.36,0
15,358998,113591,176225,77,86,15.42,596,5,129398,0.49,0
16,1876079,259045,1035992,71,76,10.06,195,1,1040231,0.55,0
20,822995,56229,1270222,70,77,30.14,89,2,1510036,1.54,1
1,3962853,383850,1202203,91,52,31.29,833,9,1147807,0.3,0
10,4250230,72583,1452744,66,85,21.22,652,2,1884244,0.34,0
8,2203011,265931,724353,54,98,12.33,908,1,710797,0.33,0
18,1476120,169996,467216,67,100,7.88,222,3,283731,0.32,0
1,4661918,136011,1115262,66,92,31.06,820,4,1382754,0.24,1
2,3573195,302248,899273,53,57,7.88,199,7,886299,0.25,1
1,2008516,250660,556552,56,93,5.4,612,5,1134263,0.28,1
1,1156011,309738,1285406,74,99,19.08,586,8,1680394,1.11,1
9,3857905,275808,440769,86,99,26.94,710,2,1486453,0.11,0
13,4225129,282672,185431,89,90,18.73,629,9,524725,0.04,1
1,3961509,169262,896317,89,86,6.54,129,8,260481,0.23,0
13,992955,207105,1189456,92,98,25.7,443,3,351107,1.2,0
20,1466571,214249,1100906,58,94,24.27,684,7,1494815,0.75,1
7,1961126,138404,638960,68,87,25.45,978,9,1456318,0.33,1
2,4310993,211664,300489,100,71,11.34,522,6,1731994,0.07,0
6,493313,305043,1106331,58,63,28.87,425,6,275161,2.24,1
7,4548366,343123,854639,72,64,19.38,656,8,937956,0.19,1
14,1802525,27241,174811,80,95,21.09,110,9,811314,0.1,0
18,1917355,318355,178810,81,53,21.37,313,1,334601,0.09,0
15,4146617,73472,891123,80,67,13.6,412,4,1109076,0.21,0
2,3683974,215320,629425,66,50,12.5,56,2,1974004,0.17,0
10,3442792,41346,1264192,97,61,5.14,536,6,776865,0.37,1
12,1647922,91196,885250,88,90,16.9,869,2,1834068,0.54,0
17,333114,376595,360654,71,91,19.55,681,4,1392738,1.08,1
8,3153718,218196,960905,84,99,27.28,897,4,1574350,0.3,0
11,4885942,375052,670740,79,66,7.0,927,1,1992210,0.14,0
3,2087717,159014,280356,100,68,32.72,335,0,910548,0.13,0
6,884076,321311,1338894,89,85,12.92,191,5,1518680,1.51,1
9,4168178,308517,1448653,86,97,16.0,425,0,1915773,0.35,0
6,339133,339287,628937,75,56,6.45,281,8,963201,1.85,1
9,4009697,130623,575607,55,58,24.59,503,9,449208,0.14,1
7,4739469,382157,417579,83,57,26.27,46,4,633538,0.09,0
9,1662597,12016,1136422,81,74,32.86,514,0,1646908,0.68,0
18,470001,341254,170372,74,56,15.1,74,7,1436267,0.36,1
12,4817631,17274,54808,100,91,12.72,930,0,421878,0.01,0
8,3597570,25748,923447,62,57,26.78,851,3,1670157,0.26,1
8,1599298,21826,1259753,87,73,26.2,268,6,1615152,0.79,1
18,4347413,355152,566904,87,66,33.11,292,3,1285103,0.13,0
20,982409,139288,759103,51,61,11.16,278,4,1590352,0.77,1
15,1917826,211081,156359,54,95,26.16,797,6,911906,0.08,0
7,2641724,261054,689331,60,80,7.01,210,3,1715637,0.26,0
11,913391,377767,56152,60,61,19.41,594,4,1805438,0.06,0
20,4899654,182507,42351,73,51,8.58,876,6,524333,0.01,0
16,537164,216089,227977,63,61,24.59,465,0,107042,0.42,0
4,3374209,233023,1433097,94,76,23.04,872,2,1441221,0.42,0
6,2963779,355250,60616,79,95,6.46,521,0,452598,0.02,0
3,3058214,202949,1203545,89,56,14.59,635,2,1562036,0.39,0
9,2434967,326782,1333730,96,62,16.85,412,1,648530,0.55,0
10,2220880,79072,1199762,93,85,12.44,427,4,209847,0.54,0
14,3001285,77309,1294885,84,50,6.16,819,9,549887,0.43,1
11,2616338,170966,283269,70,98,14.56,790,4,1626572,0.11,0
18,4443780,396868,487310,54,84,28.78,692,9,344932,0.11,1
12,4093193,195639,443612,87,79,15.8,702,8,330624,0.11,0
12,3017754,399987,1224494,51,80,14.7,128,7,156235,0.41,1
13,2981460,45326,413612,89,66,33.25,671,2,1703630,0.14,0
13,1455959,196131,354805,86,57,6.25,624,0,289624,0.24,0
19,4463397,277223,781444,98,52,28.02,122,4,1808946,0.18,0
19,2313687,393556,516941,83,59,19.49,245,2,515362,0.22,0
14,1819426,97340,612404,60,83,33.33,372,4,874438,0.34,0
4,4650627,357355,119233,85,71,16.8,179,8,1838843,0.03,1
13,2556068,314893,1465366,60,53,26.24,423,0,1404138,0.57,0
8,2338421,177364,13869,58,81,7.1,726,0,585307,0.01,0
19,1120631,128192,459410,55,78,32.86,343,8,211873,0.41,1
12,485291,346678,586455,83,95,15.34,164,2,733581,1.21,1
18,2735896,261749,1292334,96,60,20.72,773,9,1861836,0.47,1
6,1849959,351377,667482,86,95,9.15,484,4,155270,0.36,0
18,4070019,61818,1223475,81,62,33.37,934,8,194516,0.3,1
19,2388077,384054,251536,61,53,25.19,151,4,376104,0.11,0
5,4984973,23429,545965,94,51,6.62,112,2,1340678,0.11,0
9,3969484,67748,421439,81,83,9.66,292,8,199456,0.11,0
3,1490906,58807,423030,66,92,17.0,723,6,791872,0.28,1
10,1635367,279284,125662,53,71,11.5,553,6,513221,0.08,0
19,1740450,335370,476827,91,54,14.14,213,7,557272,0.27,1
3,3921040,248161,436401,82,58,34.92,189,4,1948480,0.11,0
15,1889576,360959,601082,92,69,24.76,479,1,1343311,0.32,0
1,3446849,300669,1013567,97,70,32.67,960,8,744866,0.29,1
7,465976,292635,1124251,92,66,18.07,30,2,750527,2.41,1
12,1805196,209888,40503,58,61,26.31,200,1,1469036,0.02,0
17,4406771,176052,580484,83,77,18.79,251,9,1266992,0.13,1
20,1245851,236597,607612,88,67,14.85,975,9,571977,0.49,1
5,277994,18078,418277,100,52,20.58,48,4,635891,1.5,1
4,4488506,101654,347694,79,54,17.82,551,7,742042,0.08,1
12,2864921,139101,866763,99,63,34.42,24,2,535467,0.3,0
20,3741525,26997,1212280,69,97,19.88,940,5,332236,0.32,0
18,1634730,141940,150424,88,75,29.33,565,8,1148739,0.09,0
17,4839158,222650,1334373,72,68,25.0,159,1,357871,0.28,0
19,3993730,369500,198187,90,90,19.39,47,7,1772882,0.05,0
9,4271650,385855,883726,93,66,19.22,117,9,168998,0.21,0
4,4554489,293390,568043,84,88,15.26,281,6,1657920,0.12,0
2,2158615,161633,334132,72,91,8.21,777,2,1421007,0.15,0
4,1178534,44512,824353,97,53,27.84,38,0,1596257,0.7,0
2,4668262,235226,452219,88,91,32.54,31,5,813504,0.1,0
15,2569320,218467,833100,72,84,11.54,556,1,1339757,0.32,0
2,4064376,330009,1365895,86,73,32.77,544,2,1154803,0.34,0
4,1095668,375537,1364172,72,90,11.97,484,4,1757444,1.25,1
6,2879276,82144,199395,88,62,20.9,607,7,150842,0.07,0
7,1518155,183557,308293,77,82,15.31,278,1,1835726,0.2,0
10,1184588,127363,1293541,68,64,8.44,43,5,1705865,1.09,1
19,4649399,322809,802271,98,64,6.59,27,0,1052148,0.17,0
19,4202761,211484,520724,97,80,15.96,899,6,272993,0.12,0
12,681632,191675,1448811,79,92,6.42,247,3,410095,2.13,1
3,1509752,162110,650329,70,77,8.13,395,0,1113906,0.43,0
13,4231103,103542,1336910,73,59,9.27,142,8,1744739,0.32,1
18,729954,373455,499127,70,56,5.06,109,8,735785,0.68,1
8,4250807,286469,1321648,75,82,9.6,832,2,1628821,0.31,0
15,3213337,176964,310569,100,56,22.32,475,5,1460917,0.1,0
1,1611910,159068,634163,99,54,29.59,243,6,1842795,0.39,0
3,1611188,340955,217189,100,75,10.8,755,3,787297,0.13,0
8,4261367,215355,648552,85,65,7.43,276,5,366625,0.15,0
4,226505,126737,1228622,75,57,26.89,534,8,1883784,5.42,1
16,3906729,272968,372335,82,71,5.24,852,9,137227,0.1,1
10,1850375,250417,1228391,85,83,27.02,802,5,1910273,0.66,1
12,2075530,127718,472671,53,89,8.93,837,6,597937,0.23,1
14,412204,338761,1047697,58,77,11.85,167,5,1690655,2.54,1
14,728168,283661,201107,57,95,8.6,406,6,1541999,0.28,1
2,1173215,162755,955181,51,85,12.42,720,0,268210,0.81,1
5,767827,375212,580609,78,96,28.95,930,5,1499790,0.76,1
5,2537208,217791,1424502,72,56,8.98,718,8,241016,0.56,1
6,1467633,259120,109398,55,89,34.82,457,2,1484943,0.07,0
13,3884815,264322,1369693,92,92,14.81,719,5,1296933,0.35,0
9,4902104,387160,418818,85,77,32.66,655,3,853178,0.09,0
15,2226182,219485,1297325,95,51,10.7,56,6,651070,0.58,1
14,4838246,282126,1340412,70,58,10.64,680,6,1630795,0.28,1
7,248784,155711,368102,71,55,21.96,125,8,183669,1.48,1
20,2410186,80210,1359470,58,50,6.52,634,3,1599595,0.56,1
2,2731196,79852,1034416,83,52,29.03,938,7,628777,0.38,1
7,3400090,385762,1463552,75,59,18.19,908,7,1288756,0.43,1
6,253997,265139,1379176,50,86,25.98,251,7,688718,5.43,1
17,2290053,19695,285069,85,93,10.24,886,7,958550,0.12,0
2,4575717,58582,792047,93,72,24.27,165,5,705562,0.17,0
3,1000981,303238,514004,54,82,22.82,36,7,239102,0.51,1
5,3140504,201707,1421484,90,58,27.67,178,5,1996611,0.45,1
5,1662108,294331,533893,71,62,13.92,979,9,121118,0.32,1
1,4943216,390157,897525,53,77,32.99,835,1,1946601,0.18,0
8,770993,138721,1439508,97,100,33.84,301,2,429874,1.87,1
12,1450469,116683,19192,51,56,31.04,297,5,1886815,0.01,1
4,4277348,273358,920835,65,75,22.16,144,6,522655,0.22,0
13,2373577,296084,1277040,65,65,17.61,704,3,732941,0.54,1
15,2793449,54406,1360669,71,89,6.74,439,0,600105,0.49,0
11,1788858,157049,1116958,92,75,33.42,339,3,406736,0.62,0
10,1218543,330558,623521,50,100,33.55,694,5,1325909,0.51,0
3,4506219,373584,1479378,64,88,5.56,734,7,1719516,0.33,1
14,585105,245994,1100819,73,81,15.71,501,3,497754,1.88,1
16,3625077,375713,1411286,53,85,31.4,869,9,513658,0.39,1
10,4713125,197313,1369338,67,91,7.43,686,0,1022346,0.29,0
10,4427234,214573,138621,66,50,10.9,343,4,1261969,0.03,0
12,1321889,216205,904600,56,98,34.36,932,6,1920801,0.68,1
9,949211,70481,52494,99,70,30.42,985,5,191978,0.06,0
1,3458881,248084,286102,94,62,32.36,414,2,1854887,0.08,0
5,3831453,299884,220851,59,100,9.26,792,6,1057842,0.06,0
20,4150476,335472,1156536,50,75,11.34,205,3,1190040,0.28,1
8,2193384,284025,1151054,51,94,23.16,908,4,892205,0.52,1
11,2385028,309140,522419,98,58,20.05,485,6,589493,0.22,0
12,737691,173249,1039339,71,86,13.96,76,1,213680,1.41,1
1,3687924,132196,430754,81,72,31.52,748,3,1075722,0.12,0
20,972838,47177,5833,78,50,32.04,477,3,135646,0.01,0
11,461420,76126,1040397,84,51,13.75,227,5,338201,2.25,1
5,677843,328675,1465178,66,92,9.67,733,6,1062841,2.16,1
15,4729943,36119,1296629,61,77,9.47,93,3,1164162,0.27,1
5,2460156,127744,1017853,73,85,19.53,503,9,1768515,0.41,1
12,4752538,126894,1147917,79,80,8.99,104,0,1396756,0.24,0
5,4790905,168987,618528,93,90,19.2,651,0,1395660,0.13,0
17,2025260,54989,894387,79,54,18.86,33,4,1624720,0.44,1
17,2265306,294250,1466624,69,86,31.52,859,0,1847229,0.65,0
12,4975833,289275,1257505,91,74,13.89,660,2,1403667,0.25,0
15,4047593,318697,170002,56,57,21.82,931,8,930612,0.04,1
15,4387694,16553,163479,91,83,27.3,813,2,477235,0.04,0
6,1412980,27881,790505,99,88,22.88,68,2,1537353,0.56,0
12,3299834,11379,409251,87,98,33.62,445,8,1105657,0.12,0
20,1455973,362935,1055308,56,81,23.07,985,4,1468759,0.72,1
18,3764507,377808,1365817,98,60,32.06,378,7,1010219,0.36,1
14,4499489,79306,1052063,79,96,12.35,261,9,1193383,0.23,0
2,3382132,253825,1280136,61,74,21.82,853,8,1394050,0.38,1
9,4449486,114512,844134,98,52,21.3,72,5,1962748,0.19,0
5,3640863,288494,782031,80,94,34.68,796,6,106772,0.21,0
20,3238783,109599,357105,67,99,11.14,88,6,590473,0.11,0
1,3571189,91397,505410,95,81,9.23,571,6,1187934,0.14,0
3,2072508,351653,107721,92,84,23.35,715,3,1294295,0.05,0
6,3117369,27769,333175,51,81,11.71,664,1,618022,0.11,0
5,4966589,188321,1394937,82,83,24.17,75,1,1165080,0.28,0
5,344375,111584,1325501,60,86,34.17,898,6,1023964,3.85,1
1,4429491,318509,826297,83,54,33.4,475,9,1285929,0.19,1
17,857253,322329,307311,65,94,11.93,274,6,479697,0.36,1
19,3383818,143858,780226,84,77,10.13,24,9,136499,0.23,1
14,3279578,241609,1261386,82,77,21.82,600,6,1409979,0.38,0
12,1718560,136525,1256169,70,57,22.6,71,7,1719597,0.73,1
10,2094420,46303,301743,69,76,24.87,996,2,783851,0.14,0
20,741797,29589,409991,57,65,27.24,348,4,1627303,0.55,1
18,4462957,275026,1377224,100,67,23.03,117,5,668824,0.31,0
11,892289,190394,469134,75,74,8.35,180,7,1327520,0.53,1
2,3737498,139236,70687,82,97,28.7,425,7,544782,0.02,0
18,1996218,281889,420020,75,50,7.39,802,9,1042920,0.21,1
7,3884032,25861,687619,86,57,5.6,596,2,1548427,0.18,0
15,2584318,101707,781085,79,70,28.09,346,3,905621,0.3,1
11,752226,326405,85227,80,83,21.45,938,5,1080433,0.11,0
18,460710,265043,97556,82,73,25.96,262,3,242570,0.21,0
12,1480896,143909,567848,60,86,16.48,523,9,160777,0.38,1
6,2240403,346279,289400,90,75,5.33,386,3,1630377,0.13,0
20,4003074,64380,1053414,54,96,14.93,793,4,465809,0.26,0
13,4346226,358233,114479,51,63,23.24,743,9,805977,0.03,1
20,1138193,115025,1106005,62,78,11.77,461,6,1994208,0.97,1
16,1605419,190903,920638,67,79,25.63,173,1,372571,0.57,0
18,4062012,230421,567487,75,52,28.83,253,1,149555,0.14,0
10,1743103,254497,601380,74,56,18.63,671,9,1768921,0.35,1
8,3707145,170592,387069,93,85,31.27,352,8,368714,0.1,0
18,1978244,54397,689182,63,60,30.64,514,3,1959996,0.35,0
1,4102216,349229,748873,54,81,31.34,134,4,1207457,0.18,0
